2nd Asst,Angle,Audio End TC,Audio Media,Audio Notes,Audio Start TC,CDL SAT,CDL SOP,Camera #,Camera Aperture,Camera Assistant,Camera Firmware,Camera Manufacturer,Camera Serial #,Camera Type,Clip Color,Clip Directory,Color Space Notes,Comments,DOP,Data Wrangler,Description,Digital Technician,Director,Distance,End TC,Episode #,Episode Name,File Name,Filter,Good Take,ISO,Keywords,LUT 1,LUT Used,Lens Notes,Lens Number,Lens Type,Location,ND Filter,Producer,Production Name,Reel Name,Resolution,Reviewed By - Reviewers Notes,Scene,Script Supervisor,Shot,Shot Type,Shutter,Sound Mixer,Soundroll,Start TC,Take,Track 1,Track 2,Track 3,Track 4,Track 5,Track 6,Track 7,Track 8,VFX Notes,White Balance Tint,White Point (Kelvin)
,,,,,,1.0000,(1.0692 1.0648 1.0692) (-0.0362 -0.0318 -0.0362) (1.0000 1.0000 1.0000),A,T2.8 3/4,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210501_2U_SDX3/Camera_Media/A046/A046CRE9/Clip/A046C001_210501CC,S-Gamut3.Cine/S-Log3,,,,,,,,08:42:43:18,,,A046C001_210501CC.mxf,ND.3,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.3,,,046,4096x3024,,X82,,001,,0.02089372,,,08:41:43:22,1,Int 1,Int 2,Int 3,Int 4,,,,,,0,4000
,,,,,,1.0000,(1.0692 1.0648 1.0692) (-0.0362 -0.0318 -0.0362) (1.0000 1.0000 1.0000),A,T2.8 3/4,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210501_2U_SDX3/Camera_Media/A046/A046CRE9/Clip/A046C002_2105010M,S-Gamut3.Cine/S-Log3,,,,,,,,08:43:34:14,,,A046C002_2105010M.mxf,ND.3,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.3,,,046,4096x3024,,X82,,002,,0.02089372,,,08:42:43:18,2,Int 1,Int 2,Int 3,Int 4,,,,,,0,4000
,,,,,,1.0000,(1.0692 1.0648 1.0692) (-0.0362 -0.0318 -0.0362) (1.0000 1.0000 1.0000),A,T2.8 3/4,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210501_2U_SDX3/Camera_Media/A046/A046CRE9/Clip/A046C003_210501VI,S-Gamut3.Cine/S-Log3,,,,,,,,08:44:43:06,,,A046C003_210501VI.mxf,ND.3,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.3,,,046,4096x3024,,X82,,003,,0.02089372,,,08:43:34:14,3,Int 1,Int 2,Int 3,Int 4,,,,,,0,4000
,,,,,,1.0000,(1.0692 1.0648 1.0692) (-0.0362 -0.0318 -0.0362) (1.0000 1.0000 1.0000),A,T2.8 3/4,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210501_2U_SDX3/Camera_Media/A046/A046CRE9/Clip/A046C004_210501WP,S-Gamut3.Cine/S-Log3,,,,,,,,08:45:35:14,,,A046C004_210501WP.mxf,ND.3,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.3,,,046,4096x3024,,X82,,004,,0.02089372,,,08:44:43:06,4,Int 1,Int 2,Int 3,Int 4,,,,,,0,4000
,,,,,,1.0000,(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000),A,,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210501_2U_SDX3/Camera_Media/A046/A046CRE9/Clip/A046C005_21050153,S-Gamut3.Cine/S-Log3,,,,,,,,08:46:13:10,,,A046C005_21050153.mxf,,0,2500,,,,,,Unknown,,0.3,,,046,4096x3024,,,,005,,0.02089372,,,08:45:35:14,,Int 1,Int 2,Int 3,Int 4,,,,,,0,4000
,,,,,,1.0000,(1.0692 1.0648 1.0692) (-0.0362 -0.0318 -0.0362) (1.0000 1.0000 1.0000),A,T2.8 3/4,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210501_2U_SDX3/Camera_Media/A046/A046CRE9/Clip/A046C006_210501VT,S-Gamut3.Cine/S-Log3,,,,,,,,09:21:24:12,,,A046C006_210501VT.mxf,ND.3,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.3,,,046,4096x3024,,X82,,006,,0.02002315,,,09:21:15:04,1,Int 1,Int 2,Int 3,Int 4,,,,,,0,4000
,,,,,,1.0000,(1.0692 1.0648 1.0692) (-0.0362 -0.0318 -0.0362) (1.0000 1.0000 1.0000),A,T2.8 3/4,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210501_2U_SDX3/Camera_Media/A046/A046CRE9/Clip/A046C007_210501K1,S-Gamut3.Cine/S-Log3,,,,,,,,09:22:52:04,,,A046C007_210501K1.mxf,ND.3,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.3,,,046,4096x3024,,X82,,007,,0.02002315,,,09:21:41:20,1,Int 1,Int 2,Int 3,Int 4,,,,,,0,4000
,,,,,,1.0000,(1.0692 1.0648 1.0692) (-0.0362 -0.0318 -0.0362) (1.0000 1.0000 1.0000),A,T2.8 3/4,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210501_2U_SDX3/Camera_Media/A046/A046CRE9/Clip/A046C008_210501CR,S-Gamut3.Cine/S-Log3,,,,,,,,09:24:57:20,,,A046C008_210501CR.mxf,ND.3,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.3,,,046,4096x3024,,X82,,008,,0.02002315,,,09:23:42:16,2,Int 1,Int 2,Int 3,Int 4,,,,,,0,4000
,,,,,,1.0000,(1.0692 1.0648 1.0692) (-0.0362 -0.0318 -0.0362) (1.0000 1.0000 1.0000),A,T2.8 3/4,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210501_2U_SDX3/Camera_Media/A046/A046CRE9/Clip/A046C009_2105013E,S-Gamut3.Cine/S-Log3,,,,,,,,09:49:32:16,,,A046C009_2105013E.mxf,ND.3,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.3,,,046,4096x3024,,X82,,009,,0.02002315,,,09:49:04:00,1,Int 1,Int 2,Int 3,Int 4,,,,,,0,4000
,,,,,,1.0000,(1.0692 1.0648 1.0692) (-0.0362 -0.0318 -0.0362) (1.0000 1.0000 1.0000),A,T2.8 3/4,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210501_2U_SDX3/Camera_Media/A046/A046CRE9/Clip/A046C010_210501XA,S-Gamut3.Cine/S-Log3,,,,,,,,09:50:23:12,,,A046C010_210501XA.mxf,ND.3,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.3,,,046,4096x3024,,X82,,010,,0.02002315,,,09:49:55:04,2,Int 1,Int 2,Int 3,Int 4,,,,,,0,4000
